material,damping_kg_s,comparison,first_experiment,second_experiment,time_s,position_rms_m,velocity_rms_m_s,position_max_m,velocity_max_m_s,com_position_difference_m,com_velocity_difference_m_s,internal_kinetic_difference_j,body_elastic_difference_j
glass,10000,quality_refinement,adaptive-1000,adaptive-100,0.0018,3.007996661255347e-08,0.0059370952904084315,1.5706291248065648e-07,0.03214889453660166,1.3088976558422319e-09,3.783851076910594e-08,3.698409296720717e-05,0.00010040266100000417
glass,10000,quality_refinement,adaptive-1000,adaptive-100,0.0019,3.376609900557224e-08,0.007225522292920904,1.3361640818257374e-07,0.04913553638680679,1.3126815053780143e-09,3.783847524196915e-08,0.0013068831648223866,0.0011694964129999874
glass,10000,quality_refinement,adaptive-1000,adaptive-100,0.002,3.638525467511424e-08,0.008772834520332685,1.2673517957306757e-07,0.04187401619542811,1.3164653498180462e-09,3.783853386174485e-08,0.001062018942316209,0.0009246321910000022
glass,10000,quality_refinement,adaptive-1000,adaptive-100,0.0021,4.229010049507125e-08,0.008243690873676754,2.0035030381948538e-07,0.032907499893459424,1.3202491937159771e-09,3.7838500777098716e-08,0.0014983500318936083,0.0016357367840000026
glass,10000,quality_refinement,adaptive-1000,adaptive-100,0.0022,4.3144876474066606e-08,0.00989989039086348,2.1781578412238475e-07,0.039637515853157335,1.3240330429264985e-09,3.7838550737134824e-08,0.002450343680659134,0.002312956926000004
glass,10000,quality_refinement,adaptive-1000,adaptive-100,0.0023,4.858821859969844e-08,0.010465878228561667,2.3260937470626075e-07,0.061964840546747,1.3278169007022177e-09,3.783867819073805e-08,0.0016379694175294446,0.0015005826580000159
glass,10000,quality_refinement,adaptive-1000,adaptive-100,0.0024,4.814236906379592e-08,0.011747959171097158,1.949236701770385e-07,0.03841170093423683,1.3316007632484259e-09,3.7838668975886947e-08,0.004380335211213171,0.004242948454999992
glass,10000,quality_refinement,adaptive-1000,adaptive-100,0.0025,5.649314451449107e-08,0.011383702518402851,2.947385632640076e-07,0.05734220239705468,1.3353846183136392e-09,3.7838617239494e-08,0.0015919918101794245,0.0014546050660000087
glass,10000,quality_refinement,adaptive-1000,adaptive-100,0.0026,5.4378772474708717e-08,0.013333489676638733,2.426601038996168e-07,0.04922544418078594,1.3391684995081247e-09,3.78389870547835e-08,0.0004662864340082007,0.0006036732549999924
glass,10000,quality_refinement,adaptive-1000,adaptive-100,0.0027,6.135375522283934e-08,0.013151170919220224,3.81244366520761e-07,0.048919220966944454,1.3429523918698927e-09,3.783889712671851e-08,0.002206065048332234,0.0020686782309999874
glass,10000,quality_refinement,adaptive-1000,adaptive-100,0.0028,6.386506893867995e-08,0.01410225883493069,1.856479901709979e-07,0.06716761627046698,1.3467362849092872e-09,3.7838882582796884e-08,0.0021239371533273155,0.002261323969000001
glass,10000,quality_refinement,adaptive-1000,adaptive-100,0.0029,6.519356999828137e-08,0.015005596478293986,2.55919560335216e-07,0.07554925017278535,1.3505201794394596e-09,3.783928403944259e-08,0.0023237220241618672,0.0021863352036000094
glass,10000,quality_refinement,adaptive-1000,adaptive-100,0.003,7.032854037608743e-08,0.015271750117873671,3.8773104010791926e-07,0.04869488803922737,1.3543041012915268e-09,3.783922408739926e-08,0.0008004883070588942,0.0006631014890000064
glass,10000,quality_refinement,adaptive-1000,adaptive-100,0.0031,7.557811789500321e-08,0.015718531121871472,3.9046816639742854e-07,0.05708905588621349,1.3580880164181521e-09,3.783910340615648e-08,0.0019226403665670577,0.002060027161000011
glass,10000,quality_refinement,adaptive-1000,adaptive-100,0.0032,7.826707241756189e-08,0.016817147588220747,5.122971528936926e-07,0.06188301272734531,1.361871912659331e-09,3.783898883114034e-08,0.0030651195466112058,0.002927732752999984
glass,10000,quality_refinement,adaptive-1000,adaptive-100,0.0033,8.34553830864041e-08,0.017190119865441306,2.8115635494763147e-07,0.09433254172719818,1.3656558094392228e-09,3.783903523846277e-08,0.002609968774312549,0.0027473556550000056
glass,10000,quality_refinement,adaptive-1000,adaptive-100,0.0034,8.959702219047784e-08,0.01760841724464336,3.950890664905504e-07,0.059939446726121726,1.369439728174209e-09,3.783930080381026e-08,0.005526564291393726,0.0053891774089999955
glass,10000,quality_refinement,adaptive-1000,adaptive-100,0.0035,9.175739673379283e-08,0.01913659414383205,4.1447714634046395e-07,0.07680784853383948,1.3732236600009363e-09,3.7839294253494415e-08,0.0051513608241984254,0.005013973942000011
glass,10000,quality_refinement,adaptive-1000,adaptive-100,0.0036,1.0411364314693472e-07,0.017705076267670157,3.548406135867044e-07,0.08393349697916563,1.3770075848887695e-09,3.783925239808639e-08,0.0023478496294767337,0.0022104628124000048
glass,10000,quality_refinement,adaptive-1000,adaptive-100,0.0037,9.883500042615289e-08,0.020020053666369362,3.757471175390337e-07,0.06247768972382764,1.3807915764550364e-09,3.784049151800417e-08,0.0010624557897937204,0.0011998426829999964
glass,10000,quality_refinement,adaptive-1000,adaptive-100,0.0038,9.939149788940092e-08,0.020765212629978182,3.3563190400542897e-07,0.07541510887353153,1.384575620171428e-09,3.7840016453571934e-08,0.0009650674970660411,0.0011024543359999806
glass,10000,quality_refinement,adaptive-1000,adaptive-100,0.0039,1.0556113878417462e-07,0.021420163836313566,3.4327158690561355e-07,0.08008034456416335,1.3883596185681685e-09,3.7839902433667305e-08,0.0043791957219642685,0.004516582562300003
glass,10000,quality_refinement,adaptive-1000,adaptive-100,0.004,1.0192383541929641e-07,0.022064861223533013,2.758671997383151e-07,0.0759131945016418,1.3921436215185581e-09,3.784040358834062e-08,0.0029605858610578656,0.003097972775999991
glass,10000,quality_refinement,adaptive-1000,adaptive-100,0.0041,1.1465256858557006e-07,0.020725609870465306,5.700675980435665e-07,0.0845963354836391,1.3959276496224384e-09,3.7840349187412414e-08,0.0037604086279859616,0.003623021710999999
glass,10000,quality_refinement,adaptive-1000,adaptive-100,0.0042,1.1372520475883628e-07,0.02228651363903669,4.66515897273867e-07,0.096614990642584,1.3997116778347387e-09,3.784028268505324e-08,0.0015695874470033622,0.0014322005340000055
glass,10000,quality_refinement,adaptive-1000,adaptive-100,0.0043,1.168565649844753e-07,0.02184563468452654,3.335672533454513e-07,0.08091994239768396,1.4034957019270711e-09,3.784026381126182e-08,0.0021488365820671457,0.002286223495000017
glass,10000,quality_refinement,adaptive-1000,adaptive-100,0.0044,1.1926470528901727e-07,0.022858859913092174,4.7057743488010395e-07,0.07881791578411168,1.4072797304646319e-09,3.784031610276628e-08,0.0007612105326132157,0.0006238236220000026
glass,10000,quality_refinement,adaptive-1000,adaptive-100,0.0045,1.1163786286887325e-07,0.02415236514580759,5.928377529995643e-07,0.07748355570861377,1.4110637313550374e-09,3.7839695488095515e-08,0.0011482008280320477,0.001285587643999997
glass,10000,quality_refinement,adaptive-1000,adaptive-100,0.0046,1.2671019545226916e-07,0.023357593250533982,5.542371910027821e-07,0.12331045763153692,1.4148476819384621e-09,3.783947288837908e-08,0.0039479966519170295,0.0038106098650000086
glass,10000,quality_refinement,adaptive-1000,adaptive-100,0.0047,1.2704726730330747e-07,0.023228189415710174,3.934662591020821e-07,0.06307841838410078,1.41863160910312e-09,3.783919400035529e-08,0.00011605831484645668,2.1328398000008963e-05
glass,10000,quality_refinement,adaptive-1000,adaptive-100,0.0048,1.291183437647611e-07,0.023702469769786585,2.9929459383804446e-07,0.07298030045036119,1.4224155215226282e-09,3.7839163025132905e-08,0.005939326161104985,0.006076712851000005
glass,10000,quality_refinement,adaptive-1000,adaptive-100,0.0049,1.3191218558419315e-07,0.02348586541916627,4.7318205645408007e-07,0.08857919089343069,1.4261994341589769e-09,3.783908308907513e-08,0.009767993199126745,0.009905379889000004
glass,10000,quality_refinement,adaptive-1000,adaptive-100,0.005,1.3381548151993033e-07,0.024531227877847058,5.871715060001836e-07,0.08056396163704094,1.4299833866939653e-09,3.7839648636683876e-08,0.0005485422468198276,0.0006859289969999849
glass,10000,fixed_comparison,adaptive-100,fixed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
glass,10000,fixed_comparison,adaptive-100,fixed,0.0001,9.672677970807343e-16,0.0,1.3732700395566711e-15,0.0,5.150936895155249e-16,0.0,0.0,2.04739375744712e-18
glass,10000,fixed_comparison,adaptive-100,fixed,0.0002,9.171896199635918e-16,7.834857227432894e-11,2.489661208481162e-15,1.4205058230925358e-09,6.16150870091073e-16,5.551115123125783e-17,5.021564822101801e-19,1.37322761938334e-18
glass,10000,fixed_comparison,adaptive-100,fixed,0.0003,8.749026833425155e-16,1.0452318603867418e-10,2.8812707309937362e-15,2.2713948444056314e-09,6.233191867098198e-16,5.551115123125783e-17,8.93721443113496e-19,1.31579347306512e-18
glass,10000,fixed_comparison,adaptive-100,fixed,0.0004,8.644396803367614e-16,1.1275035380131028e-10,3.682507016207763e-15,2.3198247273481182e-09,6.235631026817059e-16,8.326672684688674e-17,1.0385966280814335e-18,1.25338792458083e-18
glass,10000,fixed_comparison,adaptive-100,fixed,0.0005,9.240504308221075e-16,1.4810707540493651e-10,3.515219270996975e-15,3.067777103837189e-09,6.248021086898131e-16,5.20740757162067e-16,1.7838378014252394e-18,1.3878007155938201e-18
glass,10000,fixed_comparison,adaptive-100,fixed,0.0006,9.029725631763817e-16,1.5700143315047226e-10,5.5015058715799556e-15,3.6014572865587366e-09,6.235993399155125e-16,4.379755957367587e-16,2.0279252143440316e-18,1.48309750189639e-18
glass,10000,fixed_comparison,adaptive-100,fixed,0.0007,8.806529105839666e-16,1.572963324396818e-10,3.972757644415143e-15,3.2705487329763124e-09,6.229309717545164e-16,4.552252871008668e-16,2.012624029928506e-18,1.48457271608458e-18
glass,10000,fixed_comparison,adaptive-100,fixed,0.0008,9.598280937671747e-16,1.4704018881704865e-10,4.565517999319921e-15,3.787325384416496e-09,6.202147379674622e-16,6.871957671317179e-16,1.739134072280413e-18,1.8097031657668897e-18
glass,10000,fixed_comparison,adaptive-100,fixed,0.0009,9.454977917457053e-16,1.657056129597811e-10,5.077620660557215e-15,4.0206746731597806e-09,6.192518302661935e-16,9.371360918460988e-16,2.210677114811139e-18,1.87963981132549e-18
glass,10000,fixed_comparison,adaptive-100,fixed,0.001,9.770436234671823e-16,1.4553770772230964e-10,5.678576427667798e-15,3.0010179181486427e-09,6.171173739951275e-16,2.97322581626056e-13,1.7122273311592799e-18,2.4196279781954e-18
glass,10000,fixed_comparison,adaptive-100,fixed,0.0011,4.3539379141255025e-09,0.0009962819952012679,2.492230709563556e-08,0.01701873934534411,5.544579119041065e-11,2.8669899083677564e-06,4.402609117995504e-05,0.0007093419400003853
glass,10000,fixed_comparison,adaptive-100,fixed,0.0012,8.011818551950504e-09,0.001949355743798564,6.202515182610461e-08,0.026139159205900632,5.3474325014400064e-11,1.0337206042265734e-06,0.00023327511203877216,2.2522680000136575e-05
glass,10000,fixed_comparison,adaptive-100,fixed,0.0013,1.1222173351296011e-08,0.002907425214228293,8.359030222072986e-08,0.042129433652425496,1.407444076660177e-10,1.1545247604577424e-05,0.0006793280973335508,0.0029413439499998972
glass,10000,fixed_comparison,adaptive-100,fixed,0.0014,1.5089206117867943e-08,0.003309732001761846,6.643818201146345e-08,0.05789069230767083,1.4694160124893103e-10,1.0885871732646546e-05,6.545086763359853e-05,0.0020364365100000725
glass,10000,fixed_comparison,adaptive-100,fixed,0.0015,1.6982466054341725e-08,0.004354687859973974,8.194102840697326e-08,0.08168478767198899,7.397937221589948e-10,5.192852269020332e-06,0.0006609609205509709,0.0009608087699999324
glass,10000,fixed_comparison,adaptive-100,fixed,0.0016,2.0507369920754772e-08,0.004839801301759783,1.1236629273048888e-07,0.04053458269846945,1.2058186393827614e-09,4.031302604956544e-06,0.0003793659585230036,0.005083873900000091
glass,10000,fixed_comparison,adaptive-100,fixed,0.0017,2.422572520599812e-08,0.005285743538348942,1.6459726485700825e-07,0.03614752686947906,1.5061587762579506e-09,5.273128236282787e-06,8.62574219424872e-05,0.0023151682740000235
glass,10000,fixed_comparison,adaptive-100,fixed,0.0018,2.8240391929953988e-08,0.005602750436488553,1.4773052617290962e-07,0.03696163690009462,1.6536280519810777e-09,3.7724359303048556e-08,0.0001310756430907556,7.25559770000106e-05
glass,10000,fixed_comparison,adaptive-100,fixed,0.0019,3.0708404290210616e-08,0.006593518999969544,1.1952281616898987e-07,0.043854105104217944,1.6574004849764041e-09,3.7724319890131175e-08,0.0012027431247331466,0.0009991115069999945
glass,10000,fixed_comparison,adaptive-100,fixed,0.002,3.180866693184641e-08,0.007780629078992134,1.0957403451250514e-07,0.04714348357035306,1.661172918513831e-09,3.772439338689541e-08,0.0008084316846318357,0.0006048000659999997
glass,10000,fixed_comparison,adaptive-100,fixed,0.0021,3.740745728287983e-08,0.007342749133421602,1.7615273613380555e-07,0.03031617624397287,1.6649453514007366e-09,3.772436929505578e-08,0.0010889130793756419,0.0012925446990000033
glass,10000,fixed_comparison,adaptive-100,fixed,0.0022,3.755804481628011e-08,0.0086513761721056,1.9406891063286115e-07,0.036107278094987816,1.6687177862392063e-09,3.772436818483275e-08,0.0020424394288666298,0.0018388078060000146
glass,10000,fixed_comparison,adaptive-100,fixed,0.0023,4.2311157392788826e-08,0.009012882687150349,2.1269706923510157e-07,0.05120903222017259,1.6724902233545003e-09,3.77244694371726e-08,0.0013099800862756972,0.0011063484590000117
glass,10000,fixed_comparison,adaptive-100,fixed,0.0024,4.215566598614504e-08,0.010340572406474692,1.7590347936580208e-07,0.0474155768989455,1.6762626650234451e-09,3.772445555938479e-08,0.0035538906706032436,0.00335025904599999
glass,10000,fixed_comparison,adaptive-100,fixed,0.0025,4.881225373587708e-08,0.010116880544527976,2.5819439481572504e-07,0.05370804354359603,1.6800351020845303e-09,3.7724406931616305e-08,0.0017432056490329778,0.0015395740390000134
glass,10000,fixed_comparison,adaptive-100,fixed,0.0026,4.7666112730178155e-08,0.011595551913743148,2.0040628645467962e-07,0.04530238779387154,1.6838075569265328e-09,3.772474665986184e-08,0.0008635047677611196,0.0010671364349999907
glass,10000,fixed_comparison,adaptive-100,fixed,0.0027,5.3705587616531746e-08,0.01155200949657857,3.487846869376643e-07,0.04230828853483426,1.6875800221226629e-09,3.7724672052874586e-08,0.0019218283303062689,0.001718196663999999
glass,10000,fixed_comparison,adaptive-100,fixed,0.0028,5.578480258864908e-08,0.012413941829498794,1.5544846269637367e-07,0.07049543224065437,1.6913524911406056e-09,3.7724625312485256e-08,0.0018664728845053935,0.0020701045479999958
glass,10000,fixed_comparison,adaptive-100,fixed,0.0029,5.590464522028018e-08,0.01329108018529739,2.2302597597889662e-07,0.06610293270790146,1.6951249630045806e-09,3.7724996349020085e-08,0.001884611535140912,0.0016809798668000059
glass,10000,fixed_comparison,adaptive-100,fixed,0.003,6.099129585116733e-08,0.012993193011177613,3.302577246677707e-07,0.039237513607641196,1.698897457392855e-09,3.772496715015454e-08,0.0003379697439717111,0.00013433807700000133
glass,10000,fixed_comparison,adaptive-100,fixed,0.0031,6.329275297575289e-08,0.0136344528339535,3.168069175746302e-07,0.04793823915878037,1.702669951259355e-09,3.772491774522994e-08,0.0011359298279625951,0.001339561473999995
glass,10000,fixed_comparison,adaptive-100,fixed,0.0032,6.42970146989503e-08,0.014556039316616884,3.900212596497088e-07,0.06263451600197094,1.7064424348259355e-09,3.7724852020026884e-08,0.0028075945200982666,0.0026039628750000043
glass,10000,fixed_comparison,adaptive-100,fixed,0.0033,6.780965715393581e-08,0.01473343289005058,2.2011822320422425e-07,0.07533534027695366,1.7102149252433184e-09,3.772495882348185e-08,0.001431025518249307,0.0016346572560000106
glass,10000,fixed_comparison,adaptive-100,fixed,0.0034,7.176654645998957e-08,0.014698345573785602,3.301042250658526e-07,0.049599206654617374,1.713987430609141e-09,3.772517553901626e-08,0.00491620584798233,0.004712574109000001
glass,10000,fixed_comparison,adaptive-100,fixed,0.0035,7.206657665503636e-08,0.016202466824280715,3.0976205134258805e-07,0.057421737727858704,1.7177599460580423e-09,3.77251322403183e-08,0.004252026695370864,0.004048394956000012
glass,10000,fixed_comparison,adaptive-100,fixed,0.0036,8.071943199014238e-08,0.015244650735915511,2.7998887286440066e-07,0.0858782075887603,1.721532458200126e-09,3.7725076396100154e-08,0.004075291801861086,0.0038716601266000072
glass,10000,fixed_comparison,adaptive-100,fixed,0.0037,7.786829514740727e-08,0.0163070920446664,2.897538495400875e-07,0.06578721197134596,1.7253050359906543e-09,3.772625911668829e-08,0.0008468125055937359,0.0010504442530000213
glass,10000,fixed_comparison,adaptive-100,fixed,0.0038,7.69962425799749e-08,0.01725918667665384,2.4783910892992917e-07,0.05826669726365785,1.7290776517824661e-09,3.7725785606568285e-08,0.0005118123227643989,0.0007154440129999995
glass,10000,fixed_comparison,adaptive-100,fixed,0.0039,8.15171254509861e-08,0.017734138752974384,2.6455500654054553e-07,0.07560483201228685,1.7328502191104417e-09,3.772562084947143e-08,0.0029769728846332777,0.0031806045761000046
glass,10000,fixed_comparison,adaptive-100,fixed,0.004,7.880082901312497e-08,0.018549073700376423,1.79460925849107e-07,0.08708306087961204,1.7366227889320802e-09,3.772605083884887e-08,0.0023381786925056464,0.0025418104580000045
glass,10000,fixed_comparison,adaptive-100,fixed,0.0041,9.08548024038805e-08,0.016472546630091744,4.422177666690841e-07,0.07201203312274518,1.7403953852082538e-09,3.772598300422206e-08,0.003163363491382326,0.0029597317260000033
glass,10000,fixed_comparison,adaptive-100,fixed,0.0042,8.936347214010157e-08,0.018120937435239938,2.7554635337323496e-07,0.09394557036374351,1.744167979749704e-09,3.7725943702327e-08,0.0007992875938840072,0.0005956558299999859
glass,10000,fixed_comparison,adaptive-100,fixed,0.0043,9.197754364230436e-08,0.017998633101696034,3.179926346578742e-07,0.06769218418942136,1.747940573965894e-09,3.772594470152772e-08,0.0006917802451605892,0.0008954120090000073
glass,10000,fixed_comparison,adaptive-100,fixed,0.0044,9.332714171517968e-08,0.019213272482742395,3.21993324338687e-07,0.05818790067460021,1.7517131694831265e-09,3.7725952140021985e-08,0.0003474665435596602,0.00014383478100001013
glass,10000,fixed_comparison,adaptive-100,fixed,0.0045,8.863548478273566e-08,0.020019715571509184,3.641126221365365e-07,0.0946740716029516,1.7554857324742925e-09,3.7725327750592936e-08,0.0030658560203566665,0.0032694876880000057
glass,10000,fixed_comparison,adaptive-100,fixed,0.0046,9.724304371624602e-08,0.0197832671398341,4.173096578019564e-07,0.10014627431799461,1.759258244291116e-09,3.7725053858572754e-08,0.0037633237310654155,0.0035596920900000106
glass,10000,fixed_comparison,adaptive-100,fixed,0.0047,9.577677468023088e-08,0.020609585048295076,3.2675756175826187e-07,0.06652257643294072,1.7630307281355244e-09,3.77247179050855e-08,0.001670521083516452,0.0014668895159999917
glass,10000,fixed_comparison,adaptive-100,fixed,0.0048,9.962887380068995e-08,0.020386235979099256,2.6026405711767096e-07,0.08636544462223017,1.7668031926811321e-09,3.7724679158301943e-08,0.0029816432911158874,0.003185274833999996
glass,10000,fixed_comparison,adaptive-100,fixed,0.0049,1.0298270531639619e-07,0.02008380364140948,3.203692327813368e-07,0.08582983752488849,1.7705756567930615e-09,3.7724647183878834e-08,0.006017646202559818,0.006221277745000003
glass,10000,fixed_comparison,adaptive-100,fixed,0.005,1.0447522144628794e-07,0.020676998934268005,5.681100144205864e-07,0.07629538473812492,1.7743481603699485e-09,3.772519963085589e-08,0.0004496198860791667,0.0006532514919999899
glass,10000,quality_refinement,adaptive-100,adaptive-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
glass,10000,quality_refinement,adaptive-100,adaptive-10,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
glass,10000,quality_refinement,adaptive-100,adaptive-10,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
glass,10000,quality_refinement,adaptive-100,adaptive-10,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
glass,10000,quality_refinement,adaptive-100,adaptive-10,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
glass,10000,quality_refinement,adaptive-100,adaptive-10,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
glass,10000,quality_refinement,adaptive-100,adaptive-10,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
glass,10000,quality_refinement,adaptive-100,adaptive-10,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
glass,10000,quality_refinement,adaptive-100,adaptive-10,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
glass,10000,quality_refinement,adaptive-100,adaptive-10,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
glass,10000,quality_refinement,adaptive-100,adaptive-10,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
glass,10000,quality_refinement,adaptive-100,adaptive-10,0.0011,1.1328634523584976e-10,2.495645437910053e-05,8.778136039050871e-10,0.0003626363361339962,1.4071090238374943e-12,7.59124377802678e-08,1.4041574850631733e-06,1.8490609999588514e-05
glass,10000,quality_refinement,adaptive-100,adaptive-10,0.0012,4.09529124140525e-10,0.00010461828000241983,3.4841834105843224e-09,0.0012712361717836386,2.7923238819213673e-12,6.654684081564e-08,1.0754987259886661e-05,6.728079999795966e-06
glass,10000,quality_refinement,adaptive-100,adaptive-10,0.0013,6.149104114113244e-10,0.00014874717922169092,7.44089844584312e-09,0.0011903935131874588,7.583838288706497e-12,6.016728742730404e-07,3.27934826454962e-05,0.00015509303000005303
glass,10000,quality_refinement,adaptive-100,adaptive-10,0.0014,1.148240801447603e-09,0.0002539616742652063,1.0866805910570472e-08,0.003308217126187099,1.1153859737193698e-11,8.296271810231959e-07,1.3012541505819097e-05,0.00010968826999979697
glass,10000,quality_refinement,adaptive-100,adaptive-10,0.0015,1.5643805802058646e-09,0.0003685696507535983,2.083476580292317e-08,0.002844052566353441,5.72970037301838e-11,3.344925396664422e-07,6.705762423694916e-05,0.001198317860000131
glass,10000,quality_refinement,adaptive-100,adaptive-10,0.0016,1.9843523090897856e-09,0.0005351027526903541,1.418799034298818e-08,0.006023664189790617,9.51973150916871e-11,3.684804936732178e-07,4.112136358376539e-05,0.0009503754099999817
glass,10000,quality_refinement,adaptive-100,adaptive-10,0.0017,2.6422566277052753e-09,0.0006585778994313981,1.5513292573036912e-08,0.01300321461070827,1.2207082588681863e-10,3.8327423212969336e-07,4.0266704872421455e-05,0.0001228164439999735
glass,10000,quality_refinement,adaptive-100,adaptive-10,0.0018,3.2170437662225146e-09,0.0007966732055686964,1.5297864416774633e-08,0.013419782381457085,1.3813946384349309e-10,4.567957423429192e-08,0.00010816386859152649,9.939673600001253e-05
glass,10000,quality_refinement,adaptive-100,adaptive-10,0.0019,4.02848374825682e-09,0.0009099233689143591,2.1290116647010515e-08,0.009871348093739962,1.3357151810394726e-10,4.5679642624030237e-08,0.00016198624587515642,0.00015321908099999448
glass,10000,quality_refinement,adaptive-100,adaptive-10,0.002,4.574490376571935e-09,0.0011102641900720047,4.939883131802154e-08,0.010244821754668443,1.2900358017065826e-10,4.567906075614303e-08,4.265552716334331e-05,5.142278000000444e-05
glass,10000,quality_refinement,adaptive-100,adaptive-10,0.0021,5.395147295745052e-09,0.0012152878643219907,4.888502686520073e-08,0.011038250950526608,1.2443557425788915e-10,4.568008227234799e-08,3.1297017310916164e-05,2.2529852999997324e-05
glass,10000,quality_refinement,adaptive-100,adaptive-10,0.0022,5.7504659662677134e-09,0.0014033056956484888,4.973618883315043e-08,0.015136927608782054,1.19867571814574e-10,4.567994793536201e-08,0.0002038114944942493,0.00019504433299999402
glass,10000,quality_refinement,adaptive-100,adaptive-10,0.0023,6.655822945918768e-09,0.0014946551332466825,4.035619052552428e-08,0.029228353214964788,1.152995474703678e-10,4.568051870101897e-08,0.00036377565497067166,0.0003550085229999944
glass,10000,quality_refinement,adaptive-100,adaptive-10,0.0024,6.891296784282257e-09,0.0016617392533562923,6.249246958739384e-08,0.01991893117993492,1.1073149949056027e-10,4.567939204669358e-08,0.0002658448235432209,0.0002570776100000033
glass,10000,quality_refinement,adaptive-100,adaptive-10,0.0025,7.3474990850518684e-09,0.001859764192600973,5.364955610259305e-08,0.02371532342468144,1.0616358779497505e-10,4.5678813509475447e-08,0.00019049726585669557,0.00018172999499999065
glass,10000,quality_refinement,adaptive-100,adaptive-10,0.0026,8.110527762359223e-09,0.0018930962762211915,5.233666482928239e-08,0.03137514129503947,1.0159567230466548e-10,4.567966771507059e-08,0.0003332464149986558,0.00034201357500000806
glass,10000,quality_refinement,adaptive-100,adaptive-10,0.0027,8.913658083079673e-09,0.001953492252906534,5.9053559755191695e-08,0.01795582686290532,9.702771718677356e-11,4.567947509137582e-08,0.00046725590495383384,0.0004584887050000097
glass,10000,quality_refinement,adaptive-100,adaptive-10,0.0028,9.69293277344259e-09,0.0021917752853809415,6.286686042393743e-08,0.02832691862539098,9.245948383550637e-11,4.568339151411749e-08,0.0002552149472676568,0.0002639818340000044
glass,10000,quality_refinement,adaptive-100,adaptive-10,0.0029,9.687460468459013e-09,0.002529201705104112,6.515287683862539e-08,0.029198743633294867,8.789116239280856e-11,4.568364775359157e-08,0.00032917373053775734,0.0003379406009000052
glass,10000,quality_refinement,adaptive-100,adaptive-10,0.003,1.0874337106207724e-08,0.002606744274183132,4.7656284474228996e-08,0.03428173493374917,8.332307477864755e-11,4.567984246417467e-08,0.00041042241808947333,0.000401654936000001
glass,10000,quality_refinement,adaptive-100,adaptive-10,0.0031,1.134218202536255e-08,0.0028956158882110683,4.210227804585244e-08,0.03137353120967174,7.875510993004353e-11,4.5679514504293195e-08,0.0003637743751020439,0.00037254189600000043
glass,10000,quality_refinement,adaptive-100,adaptive-10,0.0032,1.2214720606665689e-08,0.0029817232216152235,4.508663645208522e-08,0.028563626711363473,7.418715750233241e-11,4.567951972234141e-08,8.6035917306021e-05,7.726838999999597e-05
glass,10000,quality_refinement,adaptive-100,adaptive-10,0.0033,1.2671789611668549e-08,0.003280748435622967,5.366869643141926e-08,0.02780489013467744,6.961916056133967e-11,4.567907951891215e-08,0.0006968056155282065,0.0007055729269999922
glass,10000,quality_refinement,adaptive-100,adaptive-10,0.0034,1.2953122195995782e-08,0.003470904396809035,7.234488763001758e-08,0.030311124195472414,6.505127198637292e-11,4.567916389586202e-08,0.0004917839042637151,0.00048301662399999334
glass,10000,quality_refinement,adaptive-100,adaptive-10,0.0035,1.4672742381842948e-08,0.0033019755778495264,8.806951856197293e-08,0.030435833413883295,6.048335156295989e-11,4.567930100840556e-08,0.0004333848162569043,0.00042461759299999846
glass,10000,quality_refinement,adaptive-100,adaptive-10,0.0036,1.5371083879451445e-08,0.003581636060643609,7.558017622073489e-08,0.025390779603227515,5.5915405064481795e-11,4.5679466764703136e-08,0.0005978311454388763,0.000589063854399996
glass,10000,quality_refinement,adaptive-100,adaptive-10,0.0037,1.573777683594521e-08,0.0037256928178232653,1.0527080108409758e-07,0.022723733137251605,5.134737719664112e-11,4.568058464826663e-08,0.0005456014457506098,0.0005543685549999899
glass,10000,quality_refinement,adaptive-100,adaptive-10,0.0038,1.5857564254528767e-08,0.00404238076114411,8.290648219930175e-08,0.025179753574066738,4.6779329758951853e-11,4.568015887773669e-08,0.00110902751626768,0.0011177946639999992
glass,10000,quality_refinement,adaptive-100,adaptive-10,0.0039,1.778455111467049e-08,0.003899217959477297,8.743284506166918e-08,0.03134256989892816,4.221135105968026e-11,4.567971489954914e-08,0.0005737835822957615,0.0005825509486999947
glass,10000,quality_refinement,adaptive-100,adaptive-10,0.004,1.8139161196599493e-08,0.004055870753156688,9.916298423305943e-08,0.036157578398789914,3.7643389816047133e-11,4.568015410377768e-08,0.0016058620239768479,0.0016146291390000123
