material,damping_kg_s,comparison,first_experiment,second_experiment,time_s,position_rms_m,velocity_rms_m_s,position_max_m,velocity_max_m_s,com_position_difference_m,com_velocity_difference_m_s,internal_kinetic_difference_j,body_elastic_difference_j
iron,10000,fixed_comparison,adaptive-1000,fixed,0.0039,5.611200021541966e-08,0.010262423889439001,1.7695320166793982e-07,0.03941680772196643,1.2830343050475917e-09,2.5958597271724674e-08,0.0033431738424315877,0.00331099730779999
iron,10000,fixed_comparison,adaptive-1000,fixed,0.004,5.6418237344246117e-08,0.010320473759423987,1.534124948882054e-07,0.04212469129785035,1.2856301634716408e-09,2.5958586946650548e-08,0.007347731321132894,0.00737990785699999
iron,10000,fixed_comparison,adaptive-1000,fixed,0.0041,6.004852276127753e-08,0.010366521960382218,1.7521028525191034e-07,0.040164226869322195,1.2882260199983364e-09,2.595854908804541e-08,0.006338711779857495,0.006370888312799999
iron,10000,fixed_comparison,adaptive-1000,fixed,0.0042,5.7610587301757773e-08,0.010859937866361753,2.2726345216828037e-07,0.056583937896001024,1.2908218749529372e-09,2.595851444908704e-08,0.0014776527299999037,0.0014454762004000032
iron,10000,fixed_comparison,adaptive-1000,fixed,0.0043,6.240827210070292e-08,0.010579915910109962,1.738708969713215e-07,0.042834693827178305,1.293417724052846e-09,2.5958513449886318e-08,0.0011029636520709651,0.0011351401819999912
iron,10000,fixed_comparison,adaptive-1000,fixed,0.0044,6.246187942535274e-08,0.01071488475158595,2.160049080712767e-07,0.03743945856273425,1.296013577055882e-09,2.5958513005797108e-08,0.0057866079382540014,0.005754431408099996
iron,10000,fixed_comparison,adaptive-1000,fixed,0.0045,6.609088546579328e-08,0.010085547813348961,2.0227058541988363e-07,0.03967275762559811,1.2986094277820933e-09,2.5958475591281178e-08,0.0005189019096451808,0.00048672537900000534
iron,10000,fixed_comparison,adaptive-1000,fixed,0.0046,6.2736547230805e-08,0.011146198840945535,2.9852010335895685e-07,0.02942661683737123,1.3012052741714966e-09,2.595843828778755e-08,0.004422192102246661,0.004390015570599995
iron,10000,fixed_comparison,adaptive-1000,fixed,0.0047,6.938953327246936e-08,0.00993978284489291,2.0134085627898646e-07,0.05179476954042472,1.3038011183924965e-09,2.59584360673415e-08,0.0013641274380561397,0.001396303966599996
iron,10000,fixed_comparison,adaptive-1000,fixed,0.0048,6.634573980738671e-08,0.010772205579982007,1.7083574426313733e-07,0.03581020850936622,1.3063969632640173e-09,2.5958423188754416e-08,0.0011460187939482114,0.0011138422660000036
iron,10000,fixed_comparison,adaptive-1000,fixed,0.0049,6.881402159154377e-08,0.010880020481769791,2.006665403807284e-07,0.027080478831302202,1.3089928039071499e-09,2.5958444282991884e-08,0.0036717893902105253,0.0036396128589
iron,10000,fixed_comparison,adaptive-1000,fixed,0.005,7.137594739591648e-08,0.010889526673682214,2.125340230474393e-07,0.03620649270860954,1.311588644550281e-09,2.595837333974061e-08,0.002445103217230002,0.002412926688799999
iron,10000,quality_refinement,adaptive-1000,adaptive-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iron,10000,quality_refinement,adaptive-1000,adaptive-100,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iron,10000,quality_refinement,adaptive-1000,adaptive-100,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iron,10000,quality_refinement,adaptive-1000,adaptive-100,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iron,10000,quality_refinement,adaptive-1000,adaptive-100,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iron,10000,quality_refinement,adaptive-1000,adaptive-100,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iron,10000,quality_refinement,adaptive-1000,adaptive-100,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iron,10000,quality_refinement,adaptive-1000,adaptive-100,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iron,10000,quality_refinement,adaptive-1000,adaptive-100,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iron,10000,quality_refinement,adaptive-1000,adaptive-100,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iron,10000,quality_refinement,adaptive-1000,adaptive-100,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iron,10000,quality_refinement,adaptive-1000,adaptive-100,0.0011,2.358145179644391e-10,8.442673951360393e-05,2.2228320784667633e-09,0.0027642638076367295,2.6415386809513304e-12,1.6015839965355383e-07,1.1148951840483923e-06,0.0001555625500000435
iron,10000,quality_refinement,adaptive-1000,adaptive-100,0.0012,1.2077804194562842e-09,0.0003171520610816167,1.638131749998915e-08,0.006356786667979605,1.0933340604526118e-11,7.97561661158852e-09,4.902192203518063e-05,2.9695230000292838e-05
iron,10000,quality_refinement,adaptive-1000,adaptive-100,0.0013,2.15987141221024e-09,0.0004874163685349686,3.251660784588848e-08,0.009383445342637986,1.145062755565673e-11,1.6848774723188242e-06,0.00010103949526639455,0.002793118680000095
iron,10000,quality_refinement,adaptive-1000,adaptive-100,0.0014,2.8673083274666517e-09,0.0008772069370070402,2.7074686722718685e-08,0.015590300095460297,1.4755047878082984e-11,5.402351480610079e-07,0.00019861145506304412,0.0013478195600002962
iron,10000,quality_refinement,adaptive-1000,adaptive-100,0.0015,4.523924718353513e-09,0.0013671153992693232,2.4975075276833433e-08,0.03250216140130361,5.364876295299282e-12,3.6647981724313716e-06,0.0001919337996025422,0.007689327850000538
iron,10000,quality_refinement,adaptive-1000,adaptive-100,0.0016,7.934055763031444e-09,0.002053912610672332,4.996890828882748e-08,0.02860706472098235,9.340551552893497e-12,2.266146193058427e-06,0.00011558348670900886,0.00484605688999995
iron,10000,quality_refinement,adaptive-1000,adaptive-100,0.0017,1.2827863998737863e-08,0.0027239328428476576,7.885293800733704e-08,0.013728737223056101,1.914963326807852e-11,8.885182227608146e-07,0.0010412809649014976,0.005982852750000767
iron,10000,quality_refinement,adaptive-1000,adaptive-100,0.0018,1.7331648686502065e-08,0.0038982063520087424,9.232162119510168e-08,0.021898328103351135,6.776262782230036e-10,6.563134967441098e-06,0.0007585654576019105,0.008046375789999338
iron,10000,quality_refinement,adaptive-1000,adaptive-100,0.0019,2.3144139143169396e-08,0.0046208172577722135,1.1610567882125444e-07,0.02259496810038525,1.3726085905906024e-09,6.813754737378108e-06,0.002012167169442622,0.02148507112000031
iron,10000,quality_refinement,adaptive-1000,adaptive-100,0.002,2.5600246600378326e-08,0.006004558748256399,1.1056281865040596e-07,0.031505663102666906,2.018785170716104e-09,5.598913402793393e-06,0.0005767662384891376,0.009939158669999948
iron,10000,quality_refinement,adaptive-1000,adaptive-100,0.0021,3.117705012206073e-08,0.006597590087985163,1.0256997247724264e-07,0.025076820477864643,2.6102472457795187e-09,4.298022381776789e-06,0.00014548591185861715,0.015743217029999812
iron,10000,quality_refinement,adaptive-1000,adaptive-100,0.0022,3.760193335433764e-08,0.007075602837383037,1.8968969109356415e-07,0.022946732388224138,3.11915429639445e-09,2.9484193735385134e-06,0.0012341666090323333,0.005254986924999927
iron,10000,quality_refinement,adaptive-1000,adaptive-100,0.0023,3.809756327632475e-08,0.007771901027883421,1.6430750637841385e-07,0.03686602625359192,3.432114640449305e-09,2.2361308086304987e-06,0.001436848692312545,0.0053992662400000335
iron,10000,quality_refinement,adaptive-1000,adaptive-100,0.0024,3.901380616868245e-08,0.00843945001581403,1.2521898250304264e-07,0.03588332860845489,3.6126201132143103e-09,2.413473223494833e-07,0.0009346996209933373,0.0009454386180000052
iron,10000,quality_refinement,adaptive-1000,adaptive-100,0.0025,4.163511482708597e-08,0.00869218659001501,1.7208851802298728e-07,0.031156802165710817,3.5884853723505004e-09,2.4134757303784227e-07,0.0007053046285347697,0.0007160437355999971
iron,10000,quality_refinement,adaptive-1000,adaptive-100,0.0026,4.5037182378014856e-08,0.008875998355821152,2.201277053692774e-07,0.03361007623185895,3.5643506114289504e-09,2.413477585561097e-07,0.0012960514987704341,0.0012853122370000136
iron,10000,quality_refinement,adaptive-1000,adaptive-100,0.0027,4.4614820021206716e-08,0.009621075092195524,1.8586544825449636e-07,0.032311240678104015,3.5402158361959317e-09,2.413476106744028e-07,0.0052154584937730425,0.005204719154699999
iron,10000,quality_refinement,adaptive-1000,adaptive-100,0.0028,4.7529307006849906e-08,0.009609652707605306,2.0315031046269638e-07,0.05632536194083326,3.5160810911037334e-09,2.413473257911747e-07,0.00174311482532373,0.0017323754991999951
iron,10000,quality_refinement,adaptive-1000,adaptive-100,0.0029,4.8986516893106046e-08,0.009874183365857388,2.1625696089433433e-07,0.038226532636972066,3.491946429278262e-09,2.413461280825757e-07,0.0021932676159631265,0.002182528224999994
iron,10000,quality_refinement,adaptive-1000,adaptive-100,0.003,5.5471289560895216e-08,0.009318083982700039,1.5417543986612475e-07,0.04433186300041314,3.4678118818903297e-09,2.4134554243993023e-07,0.0010575318753057866,0.001068271559099998
iron,10000,quality_refinement,adaptive-1000,adaptive-100,0.0031,5.4677745791729944e-08,0.009797187700119716,1.8277607674588303e-07,0.04178806243126032,3.4436773319003124e-09,2.4134552567556256e-07,0.003289519181814235,0.0033002588669000105
iron,10000,quality_refinement,adaptive-1000,adaptive-100,0.0032,5.7142575645398234e-08,0.00983242523767761,2.799131430253343e-07,0.036159299098233566,3.4195428838795093e-09,2.413442519166864e-07,0.00026514398205354506,0.0002758835590000036
iron,10000,quality_refinement,adaptive-1000,adaptive-100,0.0033,5.840566639293852e-08,0.01018044896450607,1.7829431024467114e-07,0.048500166458967264,3.3954083841151576e-09,2.4134608911374755e-07,0.004328238006455862,0.004338977759499998
iron,10000,quality_refinement,adaptive-1000,adaptive-100,0.0034,5.846038094260173e-08,0.010259695304496328,1.8749211927460152e-07,0.03767870153362696,3.371273920915524e-09,2.413440761683816e-07,0.002138910988870618,0.002128171739799997
iron,10000,quality_refinement,adaptive-1000,adaptive-100,0.0035,5.88071433696505e-08,0.010759214782194451,2.6018637669378286e-07,0.03069150230164681,3.347139516445767e-09,2.4134443521450777e-07,0.0017488345404793187,0.001759573733200001
iron,10000,quality_refinement,adaptive-1000,adaptive-100,0.0036,6.702705181156059e-08,0.009740127507256693,2.6507307380324585e-07,0.03435372469214504,3.3230049222778993e-09,2.41346770901707e-07,0.004468838434042041,0.004458098461000003
iron,10000,quality_refinement,adaptive-1000,adaptive-100,0.0037,6.56290634448878e-08,0.010367302685913456,3.646645039545593e-07,0.026488580083022906,3.2988702586939874e-09,2.4134600751235524e-07,0.0034413673001278955,0.0034521071969999956
iron,10000,quality_refinement,adaptive-1000,adaptive-100,0.0038,6.566279668183852e-08,0.010298649447550741,2.797126531506322e-07,0.0323723610232483,3.274735647826018e-09,2.413464420536471e-07,7.853270069191343e-05,8.927272769999883e-05
iron,10000,quality_refinement,adaptive-1000,adaptive-100,0.0039,6.250205628685111e-08,0.011478269616930506,2.484740904695748e-07,0.04551192454409636,3.250601042189324e-09,2.4134645415507805e-07,0.002357920886525061,0.0023686610920999884
iron,10000,quality_refinement,adaptive-1000,adaptive-100,0.004,6.66417991345174e-08,0.010930892454547293,1.7143719384382639e-07,0.04910865518122953,3.2264663881158982e-09,2.4134688791921377e-07,0.009965221603885209,0.009954481416999991
iron,10000,quality_refinement,adaptive-1000,adaptive-100,0.0041,7.049464467874947e-08,0.0112896207155211,1.898360654990628e-07,0.04811486557125311,3.202331704226912e-09,2.413468045414646e-07,0.007948149177473524,0.007937408971799995
iron,10000,quality_refinement,adaptive-1000,adaptive-100,0.0042,6.779357577841499e-08,0.011708130631736835,2.877152541214123e-07,0.03404579955161887,3.1781970133990325e-09,2.4134657139462945e-07,7.366145019088721e-05,6.292144870000127e-05
iron,10000,quality_refinement,adaptive-1000,adaptive-100,0.0043,7.509827669311422e-08,0.011347753006652916,1.6736050507755462e-07,0.038787465150992406,3.154062373366025e-09,2.413460091776898e-07,0.00019200583250103542,0.0001812657559999986
iron,10000,quality_refinement,adaptive-1000,adaptive-100,0.0044,7.385143482748688e-08,0.011840869897475612,3.304296197215173e-07,0.03208114159024882,3.1299277765926836e-09,2.413456084982002e-07,0.007559304106294393,0.007570044144399997
iron,10000,quality_refinement,adaptive-1000,adaptive-100,0.0045,7.882690244555992e-08,0.011068675730570233,2.5917499810179656e-07,0.04700122861224987,3.1057932618934474e-09,2.413446978932754e-07,0.002326640846406873,0.0023373808510000066
iron,10000,quality_refinement,adaptive-1000,adaptive-100,0.0046,7.607152782906928e-08,0.011981556497999373,2.3549893684200625e-07,0.034086045588407,3.0816588085600537e-09,2.413443414006622e-07,0.007347079546551269,0.007357819857499989
iron,10000,quality_refinement,adaptive-1000,adaptive-100,0.0047,8.344876368900848e-08,0.011147667896923986,2.772745530607579e-07,0.047012439135095896,3.0575243559856015e-09,2.413445808757686e-07,0.0009831743997708864,0.000993914641900004
iron,10000,quality_refinement,adaptive-1000,adaptive-100,0.0048,7.928756474478291e-08,0.011691078970769436,2.0964114483148485e-07,0.04452805647859951,3.033389826432795e-09,2.4134437925926733e-07,0.0021159442223460875,0.0021266846049999982
iron,10000,quality_refinement,adaptive-1000,adaptive-100,0.0049,8.184083916536514e-08,0.01196542947725849,2.2362675503634833e-07,0.04000431998408216,3.0092552692328332e-09,2.413462538708444e-07,0.004961423186360517,0.0049721640559999974
iron,10000,quality_refinement,adaptive-1000,adaptive-100,0.005,8.304259393159645e-08,0.012251374547602525,4.0190154557140367e-07,0.03788361745673563,2.9851206445954967e-09,2.4134657217178557e-07,0.0030611447172635836,0.003071885743999997
iron,10000,fixed_comparison,adaptive-100,fixed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iron,10000,fixed_comparison,adaptive-100,fixed,0.0001,9.672677970807343e-16,0.0,1.3732700395566711e-15,0.0,5.150975546487455e-16,0.0,0.0,6.1714297546063105e-18
iron,10000,fixed_comparison,adaptive-100,fixed,0.0002,8.93571835601364e-16,1.0085800436207284e-10,2.5766384504411325e-15,2.527418179125719e-09,6.38452966490116e-16,0.0,2.6195842140591123e-18,3.3707230603203e-18
iron,10000,fixed_comparison,adaptive-100,fixed,0.0003,8.629320297509316e-16,1.3514247899345e-10,2.6109795526099966e-15,3.4453019493231176e-09,6.457217896022937e-16,0.0,4.7032209921836444e-18,3.6695276308549e-18
iron,10000,fixed_comparison,adaptive-100,fixed,0.0004,8.231439534686403e-16,1.1634194587999547e-10,4.681588978127104e-15,2.3418179759284117e-09,6.433144805033607e-16,3.3422138886441676e-16,3.4413949921225372e-18,4.032651046196199e-18
iron,10000,fixed_comparison,adaptive-100,fixed,0.0005,8.204398409179041e-16,1.3138684534609248e-10,2.854104639423764e-15,3.663776121818089e-09,6.469716322378164e-16,6.4796043696850615e-16,4.421315141701184e-18,3.152506084597e-18
iron,10000,fixed_comparison,adaptive-100,fixed,0.0006,8.425646609623784e-16,1.2191487427653333e-10,4.583369225951387e-15,2.556311560360266e-09,6.472222835795274e-16,2.618455766672135e-16,3.7893449576301135e-18,3.8465117614738e-18
iron,10000,fixed_comparison,adaptive-100,fixed,0.0007,8.554138414929437e-16,1.185491542259806e-10,4.6764850365953675e-15,3.264637070395373e-09,6.456968040793387e-16,7.406111315403549e-16,3.58243303663881e-18,4.1860428893706e-18
iron,10000,fixed_comparison,adaptive-100,fixed,0.0008,8.302309790493193e-16,1.2151385521395682e-10,5.7757778996179055e-15,2.4654436512356855e-09,6.455070141268056e-16,4.577566798522237e-16,3.696916407730923e-18,4.1827909206319e-18
iron,10000,fixed_comparison,adaptive-100,fixed,0.0009,8.743406578977208e-16,1.3766854711373358e-10,5.440889319052701e-15,4.7857809956708364e-09,6.436723052399791e-16,7.108895957933346e-16,4.7505056310255715e-18,4.6277891962806e-18
iron,10000,fixed_comparison,adaptive-100,fixed,0.001,8.881356606813251e-16,1.3296980125254035e-10,5.806904892565739e-15,3.4078398177780296e-09,6.405685409676949e-16,6.12945927330694e-15,4.5514754495599044e-18,4.8703476894477006e-18
iron,10000,fixed_comparison,adaptive-100,fixed,0.0011,1.9235263155543153e-09,0.0006487121345490048,2.274295905762973e-08,0.020489177725359704,2.156040147561117e-11,1.2661077164466406e-06,3.444556355867989e-05,0.0011898395500000714
iron,10000,fixed_comparison,adaptive-100,fixed,0.0012,3.718270906955078e-09,0.0010203135707883154,4.2393620540224154e-08,0.019649067135514047,3.4878991193246625e-11,2.0583409210406245e-07,0.0001681553269944347,0.00042059576000008647
iron,10000,fixed_comparison,adaptive-100,fixed,0.0013,5.583243856530869e-09,0.0013811175899482249,5.817848383567024e-08,0.028596826167969127,3.22561489291461e-11,4.912604139151178e-06,0.0003476780970775306,0.00824772901000026
iron,10000,fixed_comparison,adaptive-100,fixed,0.0014,6.505741407297023e-09,0.001735539754194306,7.734702972166647e-08,0.02701995480790267,3.212968693716283e-11,1.2569543120788396e-06,0.00043173629527840096,0.0031124972100000647
iron,10000,fixed_comparison,adaptive-100,fixed,0.0015,7.733069234037395e-09,0.002087005487484162,4.735532783563289e-08,0.05194466329242794,6.437815152003949e-12,6.169939510802802e-06,0.0003756923655341554,0.013055607920000156
iron,10000,fixed_comparison,adaptive-100,fixed,0.0016,8.792473188773467e-09,0.002302065795138974,4.8338990347495376e-08,0.029985027239703713,1.0011026096898354e-11,2.56419163646715e-06,0.00016804541583723132,0.005526002720000811
iron,10000,fixed_comparison,adaptive-100,fixed,0.0017,1.0161166480867997e-08,0.002179390379313145,8.18646462927568e-08,0.015070941132052009,1.4753385807824147e-11,8.457715142476396e-07,0.0007887526281373375,0.0065326956900007005
iron,10000,fixed_comparison,adaptive-100,fixed,0.0018,1.1005234132908375e-08,0.0024876286533121027,7.024750518104047e-08,0.021750689942543207,4.832034102272942e-10,4.727471180548948e-06,0.00043682815777897066,0.012547039959999395
iron,10000,fixed_comparison,adaptive-100,fixed,0.0019,1.271549720209662e-08,0.002500530159220112,6.566989334070544e-08,0.023059118565113813,9.61328552786565e-10,4.835286884941059e-06,0.0006890816107601727,0.01606939568000021
iron,10000,fixed_comparison,adaptive-100,fixed,0.002,1.2540750605075302e-08,0.003046632281087135,4.6300028227059695e-08,0.019910876140584954,1.3950119904724954e-09,3.92669729942785e-06,0.00011164155425807953,0.010193370069999652
iron,10000,fixed_comparison,adaptive-100,fixed,0.0021,1.3563666175663035e-08,0.00316346543518831,7.032856418998049e-08,0.01882205814191466,1.769398022197319e-09,3.043930558610519e-06,8.891831175396325e-05,0.0072338319199998224
iron,10000,fixed_comparison,adaptive-100,fixed,0.0022,1.5090196234315235e-08,0.0034075652965441278,6.545949296499211e-08,0.019224044126315364,2.074802787476682e-09,2.299791080462299e-06,0.0010403480843283464,0.0025444421010000218
iron,10000,fixed_comparison,adaptive-100,fixed,0.0023,1.58209940557188e-08,0.0035615262412817083,7.810303792599173e-08,0.021064273849659143,2.2678489017270086e-09,1.4937236518797192e-06,0.00018132374097351578,0.004297878217000006
iron,10000,fixed_comparison,adaptive-100,fixed,0.0024,1.708248079187024e-08,0.0036389375787502327,6.885662075335438e-08,0.015555808752292786,2.368523804603052e-09,2.6730598579050024e-07,1.2396151316068638e-05,3.051933100001181e-05
iron,10000,fixed_comparison,adaptive-100,fixed,0.0025,1.6623039023888525e-08,0.004327000957286302,8.052730889370541e-08,0.01741869592507661,2.341793201845748e-09,2.673062357017031e-07,0.00017280545595574348,0.0001298898608999982
iron,10000,fixed_comparison,adaptive-100,fixed,0.0026,1.9684207003669098e-08,0.004109393424828292,7.152415107403165e-08,0.017894042465329066,2.3150625703570857e-09,2.6730641500272156e-07,0.0004647356614979267,0.00042181991100001537
iron,10000,fixed_comparison,adaptive-100,fixed,0.0027,1.9635253050058835e-08,0.004648073848243986,1.079448537222305e-07,0.02517030554142451,2.2883319275927214e-09,2.6730625679594056e-07,0.0029334542145923598,0.002890538384399996
iron,10000,fixed_comparison,adaptive-100,fixed,0.0028,2.1693877170965943e-08,0.004479365329412392,8.132697085216911e-08,0.029988342525255778,2.2616013186554653e-09,2.673059654734189e-07,0.0005567354895473775,0.000513819668999993
iron,10000,fixed_comparison,adaptive-100,fixed,0.0029,2.2450536921589966e-08,0.004732399068602509,9.940140437147971e-08,0.028774424657521093,2.2348707888649686e-09,2.673047899692804e-07,0.001565752288933589,0.0015228364009999967
iron,10000,fixed_comparison,adaptive-100,fixed,0.003,2.383111872730604e-08,0.0050134912352486904,7.529648129082446e-08,0.021007109201311738,2.2081403693920425e-09,2.6730426327947754e-07,0.0017593292133397942,0.0018022453970999996
iron,10000,fixed_comparison,adaptive-100,fixed,0.0031,2.2601535574639778e-08,0.005646501271436962,8.082352465077491e-08,0.03181219747142239,2.181409946178619e-09,2.673042489576005e-07,0.0008932646858312715,0.0009361808681000033
iron,10000,fixed_comparison,adaptive-100,fixed,0.0032,2.4751473261802144e-08,0.005540579734749294,9.884680757243913e-08,0.023935253047317546,2.1546796269401837e-09,2.6730297797428193e-07,0.0008611140749112678,0.0009040301528999983
iron,10000,fixed_comparison,adaptive-100,fixed,0.0033,2.631643162234624e-08,0.005442098819113635,1.1944859484858128e-07,0.025138648293336237,2.1279492556329383e-09,2.673048297152647e-07,0.0017933154529264084,0.001836231708399999
iron,10000,fixed_comparison,adaptive-100,fixed,0.0034,2.6659945741320305e-08,0.0057606656095918795,1.0632065611249075e-07,0.030959195281546337,2.101218918613587e-09,2.673028228761254e-07,0.00011885859105338625,0.0001617743459000065
iron,10000,fixed_comparison,adaptive-100,fixed,0.0035,2.7481016389454488e-08,0.005755699325781082,8.617255204993796e-08,0.026636806299557093,2.07448864023602e-09,2.673029729782783e-07,0.0004479748892652624,0.0004050591611000076
iron,10000,fixed_comparison,adaptive-100,fixed,0.0036,2.9219521548794942e-08,0.006027498521080583,1.1712843545758078e-07,0.025423411475995243,2.0477581935902753e-09,2.6730537239227914e-07,0.001401606050530968,0.0014445225581000004
iron,10000,fixed_comparison,adaptive-100,fixed,0.0037,2.907274756185426e-08,0.0061672354315426385,1.1813230516022344e-07,0.02664671995621337,2.0210276669575174e-09,2.6730458324575324e-07,0.0007949880804900139,0.0008379045109999927
iron,10000,fixed_comparison,adaptive-100,fixed,0.0038,2.8877022103503368e-08,0.006585496359879656,1.2670714633067348e-07,0.025746586620451907,1.9942971973537934e-09,2.673050187862458e-07,0.0009404902690493405,0.0009834068303000015
iron,10000,fixed_comparison,adaptive-100,fixed,0.0039,2.9348243443295885e-08,0.006748628484817438,1.2018286626492864e-07,0.02637595352941095,1.9675667371419702e-09,2.673050514268027e-07,0.0009852529559065265,0.0009423362157000015
iron,10000,fixed_comparison,adaptive-100,fixed,0.004,3.160363321798646e-08,0.006645669730701882,8.627488793504478e-08,0.037830709458867906,1.940836224644499e-09,2.673054748658643e-07,0.0026174902827523147,0.0025745735600000014
iron,10000,fixed_comparison,adaptive-100,fixed,0.0041,3.343928524937464e-08,0.006581313031534986,1.0797461364896735e-07,0.02448737729313899,1.9141056842288206e-09,2.6730535362951e-07,0.0016094373976160287,0.0015665206589999953
iron,10000,fixed_comparison,adaptive-100,fixed,0.0042,3.256752911242071e-08,0.0070644526943212035,1.130837485735503e-07,0.034130707791760584,1.8873751384463422e-09,2.673050858437165e-07,0.001551314180190791,0.0015083976491000045
iron,10000,fixed_comparison,adaptive-100,fixed,0.0043,3.4323578534155475e-08,0.007168805188105118,1.3191335759832334e-07,0.024180342218677153,1.8606446493134268e-09,2.673045226275761e-07,0.0009109578195699297,0.0009538744259999926
iron,10000,fixed_comparison,adaptive-100,fixed,0.0044,3.651846350496318e-08,0.006888853435457129,1.8188968660054532e-07,0.043699328098580466,1.833914199537049e-09,2.673041215039973e-07,0.0017726961680403913,0.0018156127363000013
iron,10000,fixed_comparison,adaptive-100,fixed,0.0045,3.3394487069875256e-08,0.007961227400923712,1.283540212419646e-07,0.0372810177597501,1.8071838341116006e-09,2.6730317348455657e-07,0.0018077389367616922,0.0018506554720000012
iron,10000,fixed_comparison,adaptive-100,fixed,0.0046,3.8411608215482364e-08,0.006993090107271793,1.654964926854809e-07,0.02711210869810876,1.7804535343888034e-09,2.6730277968844973e-07,0.002924887444304608,0.0029678042868999943
iron,10000,fixed_comparison,adaptive-100,fixed,0.0047,3.7497248642958776e-08,0.0076718013060421905,1.0225166452617416e-07,0.03204550256188088,1.7537232375933521e-09,2.673030169431101e-07,0.002347301837827026,0.0023902186085
iron,10000,fixed_comparison,adaptive-100,fixed,0.0048,3.731286610347384e-08,0.007741110089157537,1.1369878076872085e-07,0.03811371581536427,1.726992863169026e-09,2.6730280244802174e-07,0.0009699254283978762,0.0010128423389999947
iron,10000,fixed_comparison,adaptive-100,fixed,0.0049,3.80514641004393e-08,0.007808640694658016,1.5055723792678502e-07,0.02356206370443674,1.700262465325935e-09,2.673046981538363e-07,0.0012896337961499915,0.0013325511970999973
iron,10000,fixed_comparison,adaptive-100,fixed,0.005,3.656191655241532e-08,0.008454598220157497,1.9147569504940343e-07,0.03308632288047218,1.6735320000454661e-09,2.6730494551152617e-07,0.0006160415000335817,0.000658959055199998
iron,10000,quality_refinement,adaptive-100,adaptive-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iron,10000,quality_refinement,adaptive-100,adaptive-10,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iron,10000,quality_refinement,adaptive-100,adaptive-10,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iron,10000,quality_refinement,adaptive-100,adaptive-10,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iron,10000,quality_refinement,adaptive-100,adaptive-10,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iron,10000,quality_refinement,adaptive-100,adaptive-10,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iron,10000,quality_refinement,adaptive-100,adaptive-10,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iron,10000,quality_refinement,adaptive-100,adaptive-10,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iron,10000,quality_refinement,adaptive-100,adaptive-10,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iron,10000,quality_refinement,adaptive-100,adaptive-10,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iron,10000,quality_refinement,adaptive-100,adaptive-10,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iron,10000,quality_refinement,adaptive-100,adaptive-10,0.0011,3.0348414635233616e-11,1.0927582903877489e-05,2.868957729815064e-10,0.0003589016615995214,3.3905062956464446e-13,2.0695926861158398e-08,2.8124832464337945e-07,2.0226750000018612e-05
iron,10000,quality_refinement,adaptive-100,adaptive-10,0.0012,1.4463152075265854e-10,3.744761345056757e-05,2.0600070026389316e-09,0.0008629951664535221,1.2891465273605711e-12,6.623775083980377e-09,4.993772586503464e-06,4.915660000381905e-06
iron,10000,quality_refinement,adaptive-100,adaptive-10,0.0013,2.6090505215110625e-10,5.664313672130027e-05,4.269459205674126e-09,0.001081959022379215,1.3279887211905236e-12,1.8457341832700536e-07,6.3054363857173445e-06,0.0002995784199999463
iron,10000,quality_refinement,adaptive-100,adaptive-10,0.0014,3.392692290117743e-10,0.00011179313265112177,3.5312320446263637e-09,0.00260529573111767,1.8005792202198864e-12,5.421752757861498e-08,1.6602955365319083e-05,0.00013380824999931207
iron,10000,quality_refinement,adaptive-100,adaptive-10,0.0015,5.362541339530708e-10,0.00015527785258710294,7.859718337468056e-09,0.002346947580467846,8.587969814734246e-13,3.5347579857569755e-07,2.345880180470994e-06,0.0007247888999994956
